Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,41,"China, mainland",5510,Production,420,"Vegetables, leguminous nes",2009,2009,tonnes,95000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,420,"Vegetables, leguminous nes",2010,2010,tonnes,98000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,420,"Vegetables, leguminous nes",2011,2011,tonnes,101500,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,420,"Vegetables, leguminous nes",2012,2012,tonnes,106000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,420,"Vegetables, leguminous nes",2013,2013,tonnes,106000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2004,2004,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2005,2005,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2006,2006,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2007,2007,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2008,2008,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2009,2009,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2010,2010,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2011,2011,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2012,2012,,,,
QC,Crops,41,"China, mainland",5510,Production,137,Yams,2013,2013,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2004,2004,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2005,2005,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2006,2006,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2007,2007,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2008,2008,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2009,2009,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2010,2010,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2011,2011,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2012,2012,,,,
QC,Crops,41,"China, mainland",5510,Production,135,Yautia (cocoyam),2013,2013,,,,
